acao_legislativa,autor,casa,data,descricao_ementa,identificacao,id_principal,local,id_documento
NA, Câmara dos Deputados,senado,29/05/2019,"Altera a Lei nº 13.709, de 14 de agosto de 2018, para dispor sobre a proteção de dados pessoais e para criar a Autoridade Nacional de Proteção de Dados; e dá outras providências.", Texto aprovado na Câmara - Projeto de Lei de Conversão ,135062,Plenário do Senado Federal,2102
NA,Congresso Nacional,senado,29/05/2019,Legislação alterada X MPV X PLV 7/2019-CM X PLV 7/2019-CD, Quadro Comparativo ,135062,Mesa Diretora do Congresso Nacional,2103
"Encaminhado à publicação o Ofício nº 452, de 2019, do Presidente da Câmara dos Deputados, submetendo à consideração do Senado Federal, o Projeto de Lei de Conversão nº 7, de 2019, proveniente da Medida Provisória nº 869, de 2018. A matéria será incluída na Ordem do Dia da sessão de hoje. Discussão encerrada. Aprovados os pressupostos constitucionais de relevância e urgência; adequação financeira e orçamentária e pertinência temática. Aprovado o PLV 7/2019. Ficam prejudicadas a medida provisória e as emendas a ela apresentadas. À sanção. Será feita a devida comunicação à Câmara dos Deputados.", Senado Federal,senado,29/05/2019,Avulso do PLV 7/2019., Avulso de PLV ,135062,Plenário do Senado Federal,2104
"Remetido Ofício CN nº 235 , de 17/06/19, ao Ministro de Estado Chefe da Casa Civil, encaminhando a Mensagem CN nº 37/19 ao Excelentíssimo Senhor Presidente da República, submetendo à sanção presidencial autógrafos do Projeto (fls. 717 a 729). Remetido Ofício CN nº 236, de 17/06/19, à Primeira-Secretária da Câmara dos Deputados, comunicando que o Projeto foi encaminhado à sanção presidencial (fl. 730)",Presidente do Senado Federal,senado,18/06/2019,"Encaminha à Sanção o Projeto de Lei de Conversão n° 7, de 2019 (Medida Provisória n° 869, de 2018).", MPCN 37/2019 ,135062,Comissão Diretora do Senado Federal,2105
"Remetido Ofício CN nº 235 , de 17/06/19, ao Ministro de Estado Chefe da Casa Civil, encaminhando a Mensagem CN nº 37/19 ao Excelentíssimo Senhor Presidente da República, submetendo à sanção presidencial autógrafos do Projeto (fls. 717 a 729). Remetido Ofício CN nº 236, de 17/06/19, à Primeira-Secretária da Câmara dos Deputados, comunicando que o Projeto foi encaminhado à sanção presidencial (fl. 730)",Primeiro-Secretário do Senado Federal,senado,18/06/2019,"Encaminha a Mensagem n° 37 , de 2019 (CN), do Excelentíssimo Senhor Presidente do Senado Federal, submetendo à sanção presidencial autógrafos do Projeto de Lei de Conversão n° 7, de 2019 (Medida Provisória n° 869, de 2018).", OFCN 235/2019 ,135062,Comissão Diretora do Senado Federal,2106
"Remetido Ofício CN nº 235 , de 17/06/19, ao Ministro de Estado Chefe da Casa Civil, encaminhando a Mensagem CN nº 37/19 ao Excelentíssimo Senhor Presidente da República, submetendo à sanção presidencial autógrafos do Projeto (fls. 717 a 729). Remetido Ofício CN nº 236, de 17/06/19, à Primeira-Secretária da Câmara dos Deputados, comunicando que o Projeto foi encaminhado à sanção presidencial (fl. 730)",Presidente do Senado Federal,senado,18/06/2019,"Comunica à Câmara dos Deputados o encaminhamento à Presidência da República do Projeto de Lei de Conversão n° 7, de 2019 (Medida Provisória n° 869, de 2018).", OFCN 236/2019 ,135062,Comissão Diretora do Senado Federal,2107
"Remetido Ofício CN nº 235 , de 17/06/19, ao Ministro de Estado Chefe da Casa Civil, encaminhando a Mensagem CN nº 37/19 ao Excelentíssimo Senhor Presidente da República, submetendo à sanção presidencial autógrafos do Projeto (fls. 717 a 729). Remetido Ofício CN nº 236, de 17/06/19, à Primeira-Secretária da Câmara dos Deputados, comunicando que o Projeto foi encaminhado à sanção presidencial (fl. 730)", Senado Federal,senado,18/06/2019,"Altera a Lei nº 13.709, de 14 de agosto de 2018, para dispor sobre a proteção de dados pessoais e para criar a Autoridade Nacional de Proteção de Dados, e dá outras providências.", Autógrafo - PLV 7/2019 ,135062,Secretaria de Expediente,2108
NA,Senador Antonio Anastasia (PSDB/MG),senado,01/11/2017,"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 14, § 3º, inciso V e 17, da Constituição Federal, a fim de aplicar aos partidos políticos as normas sobre programa de integridade.", PLS 429/2017 ,131429,Plenário do Senado Federal,2109
"Recebido, às 16h25min, o Relatório do Senador Randolfe Rodrigues, com voto pela aprovação do Projeto. Matéria pronta para a Pauta na Comissão.",Senador Randolfe Rodrigues (REDE/AP),senado,15/03/2018,NA, Relatório Legislativo ,131429,"Comissão de Constituição, Justiça e Cidadania",2110
NA," Comissão de Constituição, Justiça e Cidadania",senado,20/03/2019,Listagem ou relatório descritivo-Lista de Votação Nominal da reunião da 6ª Reunião CCJ, Listagem ou relatório descritivo ,131429,"Comissão de Constituição, Justiça e Cidadania",2111
NA," Comissão de Constituição, Justiça e Cidadania",senado,20/03/2019,Listagem ou relatório descritivo-Lista de Presença da reunião da 6ª Reunião CCJ, Listagem ou relatório descritivo ,131429,"Comissão de Constituição, Justiça e Cidadania",2112
"Na 6ª Reunião Ordinária, realizada nesta data, a Comissão aprova o Projeto relatado pelo Senador Randolfe Rodrigues. Anexei o Ofício nº 16/2019- PRESIDÊNCIA/CCJ, que comunica a decisão da Comissão em caráter terminativo, para ciência do Plenário e publicação no Diário do Senado Federal, art. 91, § 2º c/c art. 92 do RISF (fl.16)."," Comissão de Constituição, Justiça e Cidadania, Comissão de Constituição, Justiça e Cidadania, Comissão de Constituição, Justiça e Cidadania",senado,20/03/2019,NA, P.S 14/2019 - CCJ ,131429,"Comissão de Constituição, Justiça e Cidadania",2113
NA,"Senador Humberto Costa (PT/PE), Senador Paulo Rocha (PT/PA), Senadora Zenaide Maia (PROS/RN), Senador Jaques Wagner (PT/BA), Senador Elmano Férrer (PODEMOS/PI), Senador Jean Paul Prates (PT/RN), Senador Paulo Paim (PT/RS), Senador Irajá (PSD/TO), Senador Rogério Carvalho (PT/SE)",senado,28/03/2019,NA, R.S 2/2019 ,131429,Plenário do Senado Federal,2114
NA,Senador Humberto Costa (PT/PE),senado,09/04/2019,NA, EMENDA 1 PLEN - PLS 429/2017 ,131429,Plenário do Senado Federal,2115
"Recebido, às 18h04min, o Relatório do Senador Randolfe Rodrigues, com voto contrário à Emenda nº 1-PLEN. Matéria pronta para a Pauta na Comissão.",Senador Randolfe Rodrigues (REDE/AP),senado,27/05/2019,NA, Relatório Legislativo ,131429,"Comissão de Constituição, Justiça e Cidadania",2116
NA," Comissão de Constituição, Justiça e Cidadania",senado,10/07/2019,Listagem ou relatório descritivo-Lista de Presença da reunião da 35ª Reunião CCJ, Listagem ou relatório descritivo ,131429,"Comissão de Constituição, Justiça e Cidadania",2117
"Na 35ª Reunião Ordinária, realizada nesta data, a Comissão aprova o relatório do Senador Randolfe Rodrigues, que passa a constituir o Parecer da CCJ, contrário à Emenda nº 1-PLEN. Vota vencido o Senador Humberto Costa. A Comissão aprova o Requerimento nº 42, de 2019-CCJ, de urgência para a matéria."," Comissão de Constituição, Justiça e Cidadania, Comissão de Constituição, Justiça e Cidadania",senado,10/07/2019,NA, P.S 86/2019 - CCJ ,131429,"Comissão de Constituição, Justiça e Cidadania",2118
NA,"Senadora Lídice da Mata (PSB/BA), Senador Acir Gurgacz (PDT/RO), Senador Alvaro Dias (PV/PR), Senador Antonio Carlos Valadares (PSB/SE), Senador Ataídes Oliveira (PSDB/TO), Senador Benedito de Lira (PP/AL), Senador Cristovam Buarque (CIDADANIA/DF), Senador Elmano Férrer (MDB/PI), Senador Garibaldi Alves Filho (MDB/RN), Senador João Capiberibe (PSB/AP), Senador Jorge Viana (PT/AC), Senador José Maranhão (MDB/PB), Senador José Pimentel (PT/CE), Senador Lasier Martins (PSD/RS), Senador Lindbergh Farias (PT/RJ), Senadora Lúcia Vânia (PSB/GO), Senadora Maria do Carmo Alves (DEM/SE), Senador Paulo Bauer (PSDB/SC), Senador Paulo Paim (PT/RS), Senador Paulo Rocha (PT/PA), Senador Randolfe Rodrigues (REDE/AP), Senadora Regina Sousa (PT/PI), Senador Roberto Muniz (PP/BA), Senador Roberto Requião (MDB/PR), Senador Romário (PSB/RJ), Senador Telmário Mota (PTB/RR), Senador Vicentinho Alves (PR/TO)",senado,27/06/2017,"Acrescenta o art. 212-A à Constituição Federal, para tornar permanente o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB, e revoga o art. 60 do Ato das Disposições Constitucionais Transitórias.", PEC 24/2017 (Casa iniciadora-SF) ,129778,Plenário do Senado Federal,2119
"Recebido às 11h o Relatório da Senadora Fátima Bezerra, com voto favorável à Proposta com uma emenda que apresenta. Matéria pronta para a Pauta na Comissão.",Senadora Fátima Bezerra (PT/RN),senado,05/12/2018,NA, Relatório Legislativo ,129778,"Comissão de Constituição, Justiça e Cidadania",2120
"Juntados aos autos do processo os originais de manifestações: Ofício 0175/2018, da Câmara Municipal de Sinimbu/RS, e Of. Nº 247/2018, da Câmara de Vereadores do Município de Mato Leitão/RS; e as respectivas cópias das cartas-respostas encaminhadas pelo Secretário-Geral da Mesa, Luiz Fernando Bandeira de Mello. (fls. 16/20)",Cidadão Cidadão,senado,08/03/2019,"Ofício 0175/2018, da Câmara Municipal de Sinimbu - RS.", Ofício ,129778,Plenário do Senado Federal,2121
"Juntados aos autos do processo os originais de manifestações: Ofício 0175/2018, da Câmara Municipal de Sinimbu/RS, e Of. Nº 247/2018, da Câmara de Vereadores do Município de Mato Leitão/RS; e as respectivas cópias das cartas-respostas encaminhadas pelo Secretário-Geral da Mesa, Luiz Fernando Bandeira de Mello. (fls. 16/20)",Cidadão Cidadão,senado,08/03/2019,"Of. Nº 247/2018, da Câmara de Vereadores do Município de Mata Leitão.", Ofício ,129778,Plenário do Senado Federal,2122
"Juntados aos autos do processo o original de manifestação do Of. GAB. Nº 103.08/2018, da Câmara Municipal de Vereadores de Boqueirão do Leão/RS, e a cópia da carta-resposta encaminhada pelo Secretário-Geral da Mesa, Luiz Fernando Bandeira de Mello. (fls. 22/26)",Cidadão Cidadão,senado,22/03/2019,"Of. GAB. Nº 103.08/2018, da Câmara Municipal de Boqueirão do Leão-RS.", Ofício ,129778,Plenário do Senado Federal,2123
"Encaminhado à publicação o Requerimento nº 212, de 2019, tendo como primeiro signatário o Senador Jean Paul Prates, solicitando o desarquivamento do PL 105/2013 e da PEC 24/2017.","Senador Jean Paul Prates (PT/RN), Senador Acir Gurgacz (PDT/RO), Senador Alessandro Vieira (CIDADANIA/SE), Senador Angelo Coronel (PSD/BA), Senador Antonio Anastasia (PSDB/MG), Senador Cid Gomes (PDT/CE), Senador Davi Alcolumbre (DEM/AP), Senador Eduardo Braga (MDB/AM), Senador Eduardo Girão (PODE/CE), Senador Elmano Férrer (PODE/PI), Senador Esperidião Amin (PP/SC), Senador Humberto Costa (PT/PE), Senador Jayme Campos (DEM/MT), Senador Jorginho Mello (PR/SC), Senador José Maranhão (MDB/PB), Senadora Kátia Abreu (PDT/TO), Senador Lasier Martins (PODE/RS), Senadora Leila Barros (PSB/DF), Senador Luis Carlos Heinze (PP/RS), Senador Marcelo Castro (MDB/PI), Senador Omar Aziz (PSD/AM), Senador Paulo Paim (PT/RS), Senador Paulo Rocha (PT/PA), Senador Randolfe Rodrigues (REDE/AP), Senador Reguffe (S/Partido/DF), Senador Renan Calheiros (MDB/AL), Senador Rogério Carvalho (PT/SE), Senadora Rose de Freitas (PODE/ES), Senadora Simone Tebet (MDB/MS), Senadora Soraya Thronicke (PSL/MS), Senador Veneziano Vital do Rêgo (PSB/PB), Senadora Zenaide Maia (PROS/RN)",senado,28/03/2019,Desarquivamento do PLC 105/2013 e da PEC 24/2017., RQS 212/2019 ,129778,Plenário do Senado Federal,2124
NA, Presidência da República,senado,30/04/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", MPV 881/2019 ,136531,Mesa Diretora do Congresso Nacional,2125
NA,Congresso Nacional,senado,02/05/2019,Comparação texto da MPV X Legislação alterada, Quadro Comparativo ,136531,Mesa Diretora do Congresso Nacional,2126
NA,Deputado Federal Luiz Carlos Motta (PL/SP),senado,03/05/2019,"Altere-se na Medida Provisória 881 de 30 de abril de 2019, nas modificações constantes em seu artigo 7º passando a vigorar com as seguintes alterações:", EMENDA 1 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2127
NA,Deputado Federal Luiz Carlos Motta (PL/SP),senado,03/05/2019,"Altere-se na Medida Provisória 881 de 30 de abril de 2019, nas modificações constantes em seus artigos 1º e 3º passando a vigorar com as seguintes alterações:", EMENDA 2 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2128
NA,Deputado Federal André Figueiredo (PDT/CE),senado,03/05/2019,Suprime parte do artigo 16º da MPV 881/19, EMENDA 3 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2129
NA,Deputado Federal André Figueiredo (PDT/CE),senado,03/05/2019,Altere-se o § 1º do art. 3º da Medida Provisória nº 881, EMENDA 4 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2130
NA,Deputado Federal André Figueiredo (PDT/CE),senado,03/05/2019,Altere-se a Medida Provisória nº 881, EMENDA 5 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2131
NA,Deputado Federal André Figueiredo (PDT/CE),senado,03/05/2019,"Suprima-se o art. 14 da Medida Provisória nº 881, de 2019.", EMENDA 6 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2132
NA,Deputado Federal André Figueiredo (PDT/CE),senado,03/05/2019,"Suprima-se o art. 6º e o inciso III do artigo 18 da Medida Provisória nº 881, de 2019", EMENDA 7 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2133
NA,Deputado Federal André Figueiredo (PDT/CE),senado,03/05/2019,Altera o artigo 3º da MPV 881/19, EMENDA 8 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2134
NA,Deputado Federal André Figueiredo (PDT/CE),senado,03/05/2019,Altera-se o inciso IX do artigo 3º da MPV 881/19, EMENDA 9 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2135
NA,Deputado Federal André Figueiredo (PDT/CE),senado,03/05/2019,Altera a MP 881 de 2019., EMENDA 10 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2136
NA,Deputado Federal André Figueiredo (PDT/CE),senado,03/05/2019,Altera-se §1º do artigo 1º da MPV 881/19, EMENDA 11 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2137
NA,Deputado Federal André Figueiredo (PDT/CE),senado,03/05/2019,Altera-se o caput do artigo 5º da MPV 881/19, EMENDA 12 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2138
NA,Deputado Federal André Figueiredo (PDT/CE),senado,06/05/2019,"Suprime-se a expressão: ""do trabalho"" do §1º do artigo 1º da MPV.", EMENDA 13 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2139
NA,Deputado Federal André Figueiredo (PDT/CE),senado,06/05/2019,Suprime-se o parágrafo único do artigo 421 da Lei nº 10.406/2002 alterado pela MPV 881/2019:, EMENDA 14 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2140
NA,Deputado Federal André Figueiredo (PDT/CE),senado,06/05/2019,Altera-se o parágrafo 2º do artigo 7º da MPV 881, EMENDA 15 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2141
NA,Deputado Federal André Figueiredo (PDT/CE),senado,06/05/2019,Suprime-se o artigo 480-B da Lei nº 10.406/2002 alterado pela MPV 881/2019, EMENDA 16 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2142
NA,Deputado Federal André Figueiredo (PDT/CE),senado,06/05/2019,Acrescenta-se ao artigo 7º da MPV 881, EMENDA 17 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2143
NA,Senador Acir Gurgacz (PDT/RO),senado,06/05/2019,NA, EMENDA 18 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2144
NA,Senador Acir Gurgacz (PDT/RO),senado,06/05/2019,NA, EMENDA 19 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2145
NA,Deputado Federal Heitor Freire (PSL/CE),senado,06/05/2019,"Inclua-se no art. 7º da MPV 881, de 2019 o seguinte parágrafo único ao art. 1.364 da Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil:", EMENDA 20 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2146
NA,Senador Davi Alcolumbre (DEM/AP),senado,06/05/2019,NA, EMENDA 21 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2147
NA,Deputado Federal Bacelar (PODEMOS/BA),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 22 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2148
NA,Deputado Federal Gonzaga Patriota (PSB/PE),senado,06/05/2019,"Institui a Declaração de Direitos de Liberda-de Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências. Autor: JAIR MESSIAS BOLSONARO Sérgio Moro Paulo Guedes André Luiz de Almeida Mendonça", EMENDA 23 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2149
NA,Deputado Federal Lincoln Portela (PL/MG),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 24 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2150
NA,Deputado Federal Lincoln Portela (PL/MG),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 25 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2151
NA,Deputado Federal Lincoln Portela (PL/MG),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 26 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2152
NA,Deputado Federal Eduardo Costa (PTB/PA),senado,06/05/2019,"Dê-se ao art. 1º da Medida Provisória nº 881, de 30 de abril de 2019, a seguinte redação:", EMENDA 27 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2153
NA,Deputada Federal Jandira Feghali (PCdoB/RJ),senado,06/05/2019,Emenda Supressiva à MP 881/2019, EMENDA 28 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2154
NA,Deputado Federal Hélio Leite (DEM/PA),senado,06/05/2019,"Dê-se a seguinte redação ao art. 1º da MP nº 881, de 2019:", EMENDA 29 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2155
NA,Senador Humberto Costa (PT/PE),senado,06/05/2019,NA, EMENDA 30 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2156
NA,Senador Humberto Costa (PT/PE),senado,06/05/2019,NA, EMENDA 31 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2157
NA,Deputado Federal Bilac Pinto (DEM/MG),senado,06/05/2019,"""Art. X. A Lei nº 13.259, de 16 de março de 2016, passa a vigorar com a seguinte redação: ''Art. 4º-A. Os débitos de natureza tributária e não tributária perante a Secretaria da Receita Federal do Brasil e a Procuradoria-Geral da Fazenda Nacional poderão ser extintos, nos termos do inciso XI do ''caput'' do art. 156 da Lei nº 5.172, de 25 de outubro de 1966 - Código Tributário Nacional mediante dação em pagamento de bens imóveis que possuam relevante interesse social, cultural ou ambiental, como aqueles históricos com autenticidade certificada ou ainda aqueles de valor estético, histórico, artístico, cultural, ambiental ou botânico.", EMENDA 32 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2158
NA,Senador Zequinha Marinho (PSC/PA),senado,06/05/2019,NA, EMENDA 33 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2159
NA,Senador Zequinha Marinho (PSC/PA),senado,06/05/2019,NA, EMENDA 34 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2160
NA,Deputado Federal Cezinha de Madureira (PSD/SP),senado,06/05/2019,Modifica o artigo 13 da Medida Provisória nº 881/2019., EMENDA 35 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2161
NA,Deputado Federal Pompeo de Mattos (PDT/RS),senado,06/05/2019,"Suprima-se o art. 6º e o inciso III do art. 18 da Medida Provisória nº 881, de 2019.", EMENDA 36 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2162
NA,Deputado Federal Pompeo de Mattos (PDT/RS),senado,06/05/2019,"Acrescente-se o seguinte inciso XI e parágrafo único ao art. 3º da Medida Provisória n° 881, de 2019.", EMENDA 37 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2163
NA,Deputado Federal Pompeo de Mattos (PDT/RS),senado,06/05/2019,"Acrescente-se o seguinte inciso XI do art. 3º da Medida Provisória n° 881, de 2019. XI - privilegiar sempre que possível a solução de litígios e disputas entre particulares, ou entre particulares e a administração pública por intermédio de mecanismos autocompositivos para a resolução de conflitos, inclusive a arbitragem, a ser realizada no Brasil e em língua portuguesa, nos termos da Lei no 9.307, de 23 de setembro de 1996.", EMENDA 38 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2164
NA,Deputado Federal Felício Laterça (PSL/RJ),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 39 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2165
NA,Deputado Federal Felício Laterça (PSL/RJ),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 40 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2166
NA,Deputado Federal Felício Laterça (PSL/RJ),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 41 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2167
NA,Deputado Federal Felício Laterça (PSL/RJ),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 42 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2168
NA,Deputado Federal José Guimarães (PT/CE),senado,06/05/2019,"Modifique-se o art. 4°, III, da MPV 881/2019.", EMENDA 43 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2169
NA,Deputado Federal José Guimarães (PT/CE),senado,06/05/2019,"Modifique-se o art. 3°, §1°, da MPV 881/19", EMENDA 44 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2170
NA,Deputado Federal José Guimarães (PT/CE),senado,06/05/2019,"Modifique-se o art. 3°, §2°, I, e suprima-se, por decorrência, o art. 3°, §2°, III, da MPV 881/19.", EMENDA 45 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2171
NA,Deputado Federal José Guimarães (PT/CE),senado,06/05/2019,"Modifique-se o art. 3°, IX, da Medida Provisória 881/19 e suprima-se, por decorrência, o art. 3°, §8°.", EMENDA 46 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2172
NA,Deputado Federal José Guimarães (PT/CE),senado,06/05/2019,"Modifique-se o artigo 421 da Lei 10.406, de 2002 - Código Civil, com a redação dada pelo art. 7° da Medida Provisória", EMENDA 47 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2173
NA,Senador Weverton (PDT/MA),senado,06/05/2019,NA, EMENDA 48 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2174
NA,Senador Weverton (PDT/MA),senado,06/05/2019,NA, EMENDA 49 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2175
NA,Senador Weverton (PDT/MA),senado,06/05/2019,NA, EMENDA 50 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2176
NA,Deputado Federal Dagoberto Nogueira (PDT/MS),senado,06/05/2019,"Dê-se ao § 2º do art. 9º da Lei 7.827, de 27 de setembro de 1989, a seguinte redação: ""Art. 9º ......................................................................................................................... §2º As instituições financeiras beneficiárias dos repasses deverão devolver aos bancos administradores os valores relativos às prestações vencidas, independentemente do pagamento pelo tomador final. .................."" (NR)", EMENDA 51 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2177
NA,Deputado Federal Arnaldo Jardim (CIDADANIA/SP),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 52 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2178
NA,Deputado Federal João Daniel (PT/SE),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 53 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2179
NA,Deputado Federal João Daniel (PT/SE),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 54 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2180
NA,Deputada Federal Celina Leão (PP/DF),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 55 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2181
NA,Deputada Federal Celina Leão (PP/DF),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 56 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2182
NA,Senador Acir Gurgacz (PDT/RO),senado,06/05/2019,NA, EMENDA 57 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2183
NA,Senador Acir Gurgacz (PDT/RO),senado,06/05/2019,NA, EMENDA 58 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2184
NA,Senador Acir Gurgacz (PDT/RO),senado,06/05/2019,NA, EMENDA 59 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2185
NA,Deputado Federal Jose Mario Schreiner (DEM/GO),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 60 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2186
